step,prompt,score
1,"Categorize the given text according to its sentiment, assigning it to one of five categories: terrible, bad, okay, good, or great.",0.6
1,"Classify the movie review into one of five sentiment-based categories: terrible, bad, okay, good, or great, while focusing on the analysis of its positive or negative sentiment.",0.5
1,"Determine the emotion conveyed by the provided text and class it as 'terrible', 'bad', 'neutral', 'good', or 'great'",0.45
1,"Your responsibility is to categorize the movie review provided to you into one of five categories based on the sentiment: terrible, bad, okay, good, or great.",0.4
1,"Classify the movie review provided to you into one of five categories based on the sentiment: terrible, bad, okay, good, or great.",0.35
1,"Classify the given movie review into one of five sentiment categories – terrible, bad, okay, good, or great – while maintaining reliability and exactness.",0.35
1,"Based on the given movie review provided to you and classify it into one of five categories: terrible, bad, okay, good, or great.",0.35
1,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['terrible', 'bad', 'okay', 'good', 'great']. Return label only without any other text.",0.3
1,"Categorize the movie review provided into one of five degrees based on the sentiment: terrible, bad, okay, good, or great.",0.3
1,"Analyze the sentence and categorize it into one of five categories based on the sentiment: terrible, bad, okay, good, or great.",0.3
2,"Categorize the given text according to its sentiment, assigning it to one of five categories: terrible, bad, okay, good, or great.",0.6
2,"Classify the provided movie review into one of five sentiment categories (terrible, bad, okay, good, or great), considering both positive and negative sentiments, and provide a nuanced classification.",0.5
2,"Classify the movie review into one of five sentiment-based categories: terrible, bad, okay, good, or great, while focusing on the analysis of its positive or negative sentiment.",0.5
2,"Classify the given text as 'terrible', 'bad', 'okay', 'good', or 'great' based on the sentiment expressed.",0.5
2,"Determine the emotion conveyed by the provided text and class it as 'terrible', 'bad', 'neutral', 'good', or 'great'",0.45
2,"Assess the emotional tone of the given text, classifying it into one of five reliable sentiment categories: terrible, bad, okay, good, or great.",0.45
2,"Your responsibility is to categorize the movie review provided to you into one of five categories based on the sentiment: terrible, bad, okay, good, or great.",0.4
2,"Classify the given text into one of five sentiment categories (terrible, bad, okay, good, or great) by evaluating its emotional tone, and facilitate accurate understanding.",0.4
2,"Assign a sentiment label ('terrible', 'bad', 'okay', 'good', or 'great') to the provided text, prioritizing precision in the classification.",0.4
2,"Accurately categorize the provided movie review under one of five sentiment labels – terrible, bad, okay, good, or great – ensuring precision and reliability.",0.4
3,"Evaluate the emotional tone of the text and categorize it into one of five sentiment categories (terrible, bad, okay, good, or great) based on the presence of positive and negative sentiments, providing a precise and nuanced classification.",0.65
