step,prompt,score
1,"Your task is to choose a type of the question, from Description, Entity, Expression, Human, Location and Number.",0.45
1,"You are given a question. You need to detect which category better describes the question. Answer with ""Description"", ""Entity"", ""Expression"", ""Human"", ""Location"", and ""Number"".",0.35
1,"Identify the category that corresponds to this sentence: Description, Entity, Expression, Human, Location, or Number.",0.25
1,"Using the following categories, classify this sentence: Description, Entity, Expression, Human, Location, or Number.",0.2
1,"Determine the type of the given question and choose from Description, Entity, Expression, Human, Location and Number.",0.2
1,"Please select the correct classification for this sentence: Description, Entity, Expression, Human, Location, or Number.",0.15
1,"Let's follow the instructions step-by-step to generate a better prompt.

1. Identify the different parts between the Prompt 1 and Prompt 2:

Prompt 1: Your task is to choose a type of the question, from Description, Entity, Expression, Human, Location and Number.
Prompt 2: Determine the category that best describes this sentence: Description, Entity, Expression, Human, Location, or Number.

The different parts are:

""Your task is to choose a type of the question"" vs ""Determine the category that best describes this sentence""
""from Description, Entity, Expression, Human, Location and Number"" vs no equivalent part in Prompt 2
=torch= ""from Description, Entity, Expression, Human, Location and Number"" vs ""Description, Entity, Expression, Human, Location, or Number""

2. Randomly mutate the different parts:

""Your task is to choose a type of the question"" -> ""The objective is to categorize a sentence""
""from Description, Entity, Expression, Human, Location and Number"" -> ""by selecting one of the following categories: Description, Entity, Expression, Human, Location, Number""
 Torch="" includes"" -> ""includes""

3. Crossover the different parts with the following Prompt 3",0.2
1,"Identify the nature of the provided statement based on the options - Description, Entity, Expression, Human, Location, or Number",0.2
1,"Let's follow the instructions step-by-step to generate a better prompt.

**1. Identify the different parts between the Prompt 1 and Prompt 2:**

Prompt 1: Determine the type of the given question and choose from Description, Entity, Expression, Human, Location, and Number.

Prompt 2: Please select the correct classification for this sentence: Description, Entity, Expression, Human, Location, or Number.

Different parts:

""Determine the type of the given question"" vs ""Please select the correct classification for this sentence""
""choose from"" vs ""Description, Entity, Expression, Human, Location, or Number""

2. Randomly mutate the different parts:

""Determine the type of the given question"" -> ""Classify the given statement""
""choose from"" -> ""options from the list""

Let's mutate the parts and generate a new prompt:

**New Prompt 1:** Classify the given statement and respond with one of the options from the list.

Please wait for further instructions to proceed with the next steps.",0.2
1,"Assign an annotation to the given sentence based on the following options: Description, Entity, Expression, Human, Location, or Number.",0.45
2,"Your task is to choose a type of the question, from Description, Entity, Expression, Human, Location and Number.",0.45
2,"You are given a question. You need to detect which category better describes the question. Answer with ""Description"", ""Entity"", ""Expression"", ""Human"", ""Location"", and ""Number"".",0.35
2,"Identify the category that corresponds to this sentence: Description, Entity, Expression, Human, Location, or Number.",0.25
2,"Categorize those questions as one of the following: Description, Entity, Expression, Human, Location, or Number.",0.35
2,"Determine the type of the given question and choose from Description, Entity, Expression, Human, Location and Number.",0.2
2,"Please select the correct classification for this sentence: Description, Entity, Expression, Human, Location, or Number.",0.15
2,"Let's follow the instructions step-by-step to generate a better prompt.

1. Identify the different parts between the Prompt 1 and Prompt 2:

Prompt 1: Your task is to choose a type of the question, from Description, Entity, Expression, Human, Location and Number.
Prompt 2: Determine the category that best describes this sentence: Description, Entity, Expression, Human, Location, or Number.

The different parts are:

""Your task is to choose a type of the question"" vs ""Determine the category that best describes this sentence""
""from Description, Entity, Expression, Human, Location and Number"" vs no equivalent part in Prompt 2
=torch= ""from Description, Entity, Expression, Human, Location and Number"" vs ""Description, Entity, Expression, Human, Location, or Number""

2. Randomly mutate the different parts:

""Your task is to choose a type of the question"" -> ""The objective is to categorize a sentence""
""from Description, Entity, Expression, Human, Location and Number"" -> ""by selecting one of the following categories: Description, Entity, Expression, Human, Location, Number""
 Torch="" includes"" -> ""includes""

3. Crossover the different parts with the following Prompt 3",0.2
2,"Identify the nature of the provided statement based on the options - Description, Entity, Expression, Human, Location, or Number",0.2
2,"Let's follow the instructions step-by-step to generate a better prompt.

**1. Identify the different parts between the Prompt 1 and Prompt 2:**

Prompt 1: Determine the type of the given question and choose from Description, Entity, Expression, Human, Location, and Number.

Prompt 2: Please select the correct classification for this sentence: Description, Entity, Expression, Human, Location, or Number.

Different parts:

""Determine the type of the given question"" vs ""Please select the correct classification for this sentence""
""choose from"" vs ""Description, Entity, Expression, Human, Location, or Number""

2. Randomly mutate the different parts:

""Determine the type of the given question"" -> ""Classify the given statement""
""choose from"" -> ""options from the list""

Let's mutate the parts and generate a new prompt:

**New Prompt 1:** Classify the given statement and respond with one of the options from the list.

Please wait for further instructions to proceed with the next steps.",0.2
2,"Assign an annotation to the given sentence based on the following options: Description, Entity, Expression, Human, Location, or Number.",0.45
3,"Your task is to choose a type of the question, from Description, Entity, Expression, Human, Location and Number.",0.45
3,"You are given a question. You need to detect which category better describes the question. Answer with ""Description"", ""Entity"", ""Expression"", ""Human"", ""Location"", and ""Number"".",0.35
3,"Identify the category that corresponds to this sentence: Description, Entity, Expression, Human, Location, or Number.",0.25
3,"Categorize those questions as one of the following: Description, Entity, Expression, Human, Location, or Number.",0.35
3,"Determine the type of the given question and choose from Description, Entity, Expression, Human, Location and Number.",0.2
3,"Please select the correct classification for this sentence: Description, Entity, Expression, Human, Location, or Number.",0.15
3,"Let's follow the instructions step-by-step to generate a better prompt.

1. Identify the different parts between the Prompt 1 and Prompt 2:

Prompt 1: Your task is to choose a type of the question, from Description, Entity, Expression, Human, Location and Number.
Prompt 2: Determine the category that best describes this sentence: Description, Entity, Expression, Human, Location, or Number.

The different parts are:

""Your task is to choose a type of the question"" vs ""Determine the category that best describes this sentence""
""from Description, Entity, Expression, Human, Location and Number"" vs no equivalent part in Prompt 2
=torch= ""from Description, Entity, Expression, Human, Location and Number"" vs ""Description, Entity, Expression, Human, Location, or Number""

2. Randomly mutate the different parts:

""Your task is to choose a type of the question"" -> ""The objective is to categorize a sentence""
""from Description, Entity, Expression, Human, Location and Number"" -> ""by selecting one of the following categories: Description, Entity, Expression, Human, Location, Number""
 Torch="" includes"" -> ""includes""

3. Crossover the different parts with the following Prompt 3",0.2
3,"Identify the nature of the provided statement based on the options - Description, Entity, Expression, Human, Location, or Number",0.2
3,"Let's follow the instructions step-by-step to generate a better prompt.

**1. Identify the different parts between the Prompt 1 and Prompt 2:**

Prompt 1: Determine the type of the given question and choose from Description, Entity, Expression, Human, Location, and Number.

Prompt 2: Please select the correct classification for this sentence: Description, Entity, Expression, Human, Location, or Number.

Different parts:

""Determine the type of the given question"" vs ""Please select the correct classification for this sentence""
""choose from"" vs ""Description, Entity, Expression, Human, Location, or Number""

2. Randomly mutate the different parts:

""Determine the type of the given question"" -> ""Classify the given statement""
""choose from"" -> ""options from the list""

Let's mutate the parts and generate a new prompt:

**New Prompt 1:** Classify the given statement and respond with one of the options from the list.

Please wait for further instructions to proceed with the next steps.",0.2
3,"Assign an annotation to the given sentence based on the following options: Description, Entity, Expression, Human, Location, or Number.",0.45
4,"Your task is to choose a type of the question, from Description, Entity, Expression, Human, Location and Number.",0.45
4,"You are given a question. You need to detect which category better describes the question. Answer with ""Description"", ""Entity"", ""Expression"", ""Human"", ""Location"", and ""Number"".",0.35
4,"Identify the category that corresponds to this sentence: Description, Entity, Expression, Human, Location, or Number.",0.25
4,"Categorize those questions as one of the following: Description, Entity, Expression, Human, Location, or Number.",0.35
