step,prompt,score
1,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
1,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
1,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
1,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.85
1,"Given a tweet, classify it as having a positive or negative sentiment.",0.8
1,"Given a sentence, classify it as either positive or negative sentiment.",0.8
1,Classify a sentence as expressing optimism or pessimism.,0.8
1,"In this task, you are given sentences from product reviews. The task is to classify a sentence as  positive or as negative.",0.7
1,"Provided with a social media post, your task is to analyze it and determine the sentiment of whether it is positive or negative, generating a sentiment word to describe the original text.",0.8
1,"As a sentiment classifier, presented with",0.75
2,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
2,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
2,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
2,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.85
2,"Analyze a statement to categorize it as having a confident or doubtful attitude, either a favorable or unfavorable outlook, when given a tweet or social media post.",0.85
2,"Examine a sentence, as a sentiment classifier, and classify it into one of two sentiment categories: positive or negative.",0.85
2,"You are required to evaluate social media updates as expressing optimism or pessimism, considering the tone and sentiment of the post.",0.9
2,"In this task, you are given sentences from product reviews. The task is to classify a sentence as  positive or as negative.",0.7
2,"Provided with a social media post, your task is to analyze it and determine the sentiment of whether it is positive or negative, generating a sentiment word to describe the original text.",0.8
2,"As a sentiment classifier, presented with a sentence, evaluate the sentence and categorize it as either favorable or unfavorable, with a sentiment of either positivity or negativity.",0.9
3,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
3,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
3,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
3,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.85
3,"Analyze a social media post to evaluate the message as having a confident or doubtful attitude, and categorize it as either a favorable",0.9
3,"Examine a sentence, as a sentiment classifier, and classify it into one of two sentiment categories: positive or negative.",0.85
3,"You are required to evaluate social media updates as expressing optimism or pessimism, considering the tone and sentiment of the post.",0.9
3,"In this task, you are given sentences from product reviews. The task is to classify a sentence as  positive or as negative.",0.7
3,"Provided with a social media post, your task is to analyze it and determine the sentiment of whether it is positive or negative, generating a sentiment word to describe the original text.",0.8
3,"As a sentiment classifier, presented with a sentence, evaluate the sentence and categorize it as either favorable or unfavorable, with a sentiment of either positivity or negativity.",0.9
4,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
4,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
4,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
4,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.85
4,"Analyze a social media post to evaluate the message as having a confident or doubtful attitude, and categorize it as either a favorable",0.9
4,"Examine a sentence, as a sentiment classifier, and classify it into one of two sentiment categories: positive or negative.",0.85
4,"You are required to evaluate social media updates as expressing optimism or pessimism, considering the tone and sentiment of the post.",0.9
4,"In this task, you are given sentences from product reviews. The task is to classify a sentence as  positive or as negative.",0.7
4,"Provided with a social media post, your task is to analyze it and determine the sentiment of whether it is positive or negative, generating a sentiment word to describe the original text.",0.8
4,"As a sentiment classifier, presented with a sentence, evaluate the sentence and categorize it as either favorable or unfavorable, with a sentiment of either positivity or negativity.",0.9
5,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
5,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
5,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
5,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.85
5,"Analyze a social media post to evaluate the message as having a confident or doubtful attitude, and categorize it as either a favorable",0.9
5,"Examine a sentence, as a sentiment classifier, and classify it into one of two sentiment categories: positive or negative.",0.85
5,"You are required to evaluate social media updates as expressing optimism or pessimism, considering the tone and sentiment of the post.",0.9
5,"In this task, you are given sentences from product reviews. The task is to classify a sentence as  positive or as negative.",0.7
5,"Provided with a social media post, your task is to analyze it and determine the sentiment of whether it is positive or negative, generating a sentiment word to describe the original text.",0.8
5,"As a sentiment classifier, presented with a sentence, evaluate the sentence and categorize it as either favorable or unfavorable, with a sentiment of either positivity or negativity.",0.9
6,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
6,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
6,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
6,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.85
6,"Analyze a social media post to evaluate the message as having a confident or doubtful attitude, and categorize it as either a favorable",0.9
6,"Examine a sentence, as a sentiment classifier, and classify it into one of two sentiment categories: positive or negative.",0.85
6,"You are required to evaluate social media updates as expressing optimism or pessimism, considering the tone and sentiment of the post.",0.9
6,"In this task, you are given sentences from product reviews. The task is to classify a sentence as  positive or as negative.",0.7
6,"Provided with a social media post, your task is to analyze it and determine the sentiment of whether it is positive or negative, generating a sentiment word to describe the original text.",0.8
6,"As a sentiment classifier, presented with a sentence, evaluate the sentence and categorize it as either favorable or unfavorable, with a sentiment of either positivity or negativity.",0.9
7,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
7,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
7,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
7,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.85
7,"Analyze a social media post to evaluate the message as having a confident or doubtful attitude, and categorize it as either a favorable",0.9
7,"Examine a sentence, as a sentiment classifier, and classify it into one of two sentiment categories: positive or negative.",0.85
7,"You are required to evaluate social media updates as expressing optimism or pessimism, considering the tone and sentiment of the post.",0.9
7,"You are required to categorize customer reviews, with sentiment analysis in mind, as",0.8
7,"Provided with a social media post, your task is to analyze it and determine the sentiment of whether it is positive or negative, generating a sentiment word to describe the original text.",0.8
7,"As a sentiment classifier, presented with a sentence, evaluate the sentence and categorize it as either favorable or unfavorable, with a sentiment of either positivity or negativity.",0.9
8,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
8,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
8,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
8,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.85
8,"Analyze a social media post to evaluate the message as having a confident or doubtful attitude, and categorize it as either a favorable",0.9
8,"Examine a sentence, as a sentiment classifier, and classify it into one of two sentiment categories: positive or negative.",0.85
8,"You are required to evaluate social media updates as expressing optimism or pessimism, considering the tone and sentiment of the post.",0.9
8,"You are required to categorize customer reviews, with sentiment analysis in mind, as",0.8
8,"Provided with a social media post, your task is to analyze it and determine the sentiment of whether it is positive or negative, generating a sentiment word to describe the original text.",0.8
8,"As a sentiment classifier, presented with a sentence, evaluate the sentence and categorize it as either favorable or unfavorable, with a sentiment of either positivity or negativity.",0.9
9,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
9,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
9,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
9,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.85
9,"Analyze a social media post to evaluate the message as having a confident or doubtful attitude, and categorize it as either a favorable",0.9
9,"Examine a sentence, as a sentiment classifier, and classify it into one of two sentiment categories: positive or negative.",0.85
9,"You are required to evaluate social media updates as expressing optimism or pessimism, considering the tone and sentiment of the post.",0.9
9,"You are required to categorize customer reviews, with sentiment analysis in mind, as",0.8
9,"Provided with a social media post, your task is to analyze it and determine the sentiment of whether it is positive or negative, generating a sentiment word to describe the original text.",0.8
9,"As a sentiment classifier, presented with a sentence, evaluate the sentence and categorize it as either favorable or unfavorable, with a sentiment of either positivity or negativity.",0.9
10,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
