step,prompt,score
1,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",1.0
1,"Your task is to classify the comment ""positive"" or ""negative"".",0.95
1,"Given a statement, classify it as expressing a positive or negative opinion.",0.95
1,"Determine the sentiment of the provided text, categorizing it as either ""positive"" or ""negative"" in sentiment.",0.95
1,"Please label the sentiment towards the movie of the given movie review. The sentiment label should be ""positive"" or ""negative"".",0.9
1,"In this task, you are given sentences from movie reviews. The task is to classify a sentence as  positive or as negative.",0.9
1,Determine the sentiment of a provided sentence and label it as either 'positive' or 'negative'.,0.85
1,"Given a tweet, classify it as having a positive or negative sentiment.",0.8
1,"Given a sentence, classify it as either positive or negative sentiment.",0.8
1,"Determine the sentiment of the provided movie review sentence, categorizing it as either ""positive"" or ""negative"".",0.8
2,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",1.0
2,"Your task is to classify the comment ""positive"" or ""negative"".",0.95
2,"Given a statement, classify it as expressing a positive or negative opinion.",0.95
2,"Determine the sentiment of the provided text, categorizing it as either ""positive"" or ""negative"" in sentiment.",0.95
2,"Please label the sentiment towards the movie of the given movie review. The sentiment label should be ""positive"" or ""negative"".",0.9
2,"In this task, you are given sentences from movie reviews. The task is to classify a sentence as  positive or as negative.",0.9
2,Label the provided sentence as either 'positive' or 'negative' based on its emotional tone.,0.85
2,Determine the sentiment of a provided sentence and label it as either 'positive' or 'negative'.,0.85
2,"Classify the sentiment expressed in the provided movie review as ""positive"" or ""negative"".",0.85
2,"Given a tweet, classify it as having a positive or negative sentiment.",0.8
3,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",1.0
3,"Your task is to classify the comment ""positive"" or ""negative"".",0.95
3,"Given a statement, classify it as expressing a positive or negative opinion.",0.95
3,"Determine the sentiment of the provided text, categorizing it as either ""positive"" or ""negative"" in sentiment.",0.95
3,"Please label the sentiment towards the movie of the given movie review. The sentiment label should be ""positive"" or ""negative"".",0.9
3,"Label the provided sentence with either ""positive"" or ""negative"" sentiment.",0.9
3,"In this task, you are given sentences from movie reviews. The task is to classify a sentence as  positive or as negative.",0.9
3,"Classify the sentiment expressed in the provided text as either ""positive"" or ""negative"" in tone.",0.9
3,Label the provided sentence as either 'positive' or 'negative' based on its emotional tone.,0.85
3,"Identify the sentiment of a provided sentence, categorizing it as either positive or negative.",0.85
4,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",1.0
4,"Your task is to classify the comment ""positive"" or ""negative"".",0.95
4,"Given a statement, classify it as expressing a positive or negative opinion.",0.95
4,"Determine the sentiment of the provided text, categorizing it as either ""positive"" or ""negative"" in sentiment.",0.95
4,"Determine the sentiment expressed in the provided movie review, classifying it as positive or negative.",0.95
4,"Please label the sentiment towards the movie of the given movie review. The sentiment label should be ""positive"" or ""negative"".",0.9
4,"Label the provided sentence with either ""positive"" or ""negative"" sentiment.",0.9
4,"In this task, you are given sentences from movie reviews. The task is to classify a sentence as  positive or as negative.",0.9
4,"Determine the sentiment of a movie review, classifying it as either positive or negative.",0.9
4,"Determine the emotional tone of a sentence, labeling it as either positive or negative.",0.9
5,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",1.0
5,"Your task is to classify the comment ""positive"" or ""negative"".",0.95
5,"Given a statement, classify it as expressing a positive or negative opinion.",0.95
5,"Determine the sentiment of the provided text, categorizing it as either ""positive"" or ""negative"" in sentiment.",0.95
5,"Determine the sentiment expressed in the provided movie review, classifying it as positive or negative.",0.95
5,"Classify the given sentence as either ""positive"" or ""negative"" in terms of sentiment.",0.95
5,Analyze the given movie review to identify whether it conveys a positive or negative sentiment.,0.95
5,"Please label the sentiment towards the movie of the given movie review. The sentiment label should be ""positive"" or ""negative"".",0.9
5,"Label the provided sentence with either ""positive"" or ""negative"" sentiment.",0.9
5,"In this task, you are given sentences from movie reviews. The task is to classify a sentence as  positive or as negative.",0.9
6,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",1.0
6,"Your task is to classify the comment ""positive"" or ""negative"".",0.95
6,"Given a statement, classify it as expressing a positive or negative opinion.",0.95
6,"Determine the sentiment of the provided text, categorizing it as either ""positive"" or ""negative"" in sentiment.",0.95
6,"Determine the sentiment expressed in the provided movie review, classifying it as positive or negative.",0.95
6,"Classify the given sentence as either ""positive"" or ""negative"" in terms of sentiment.",0.95
6,Analyze the given movie review to identify whether it conveys a positive or negative sentiment.,0.95
6,"Please label the sentiment towards the movie of the given movie review. The sentiment label should be ""positive"" or ""negative"".",0.9
6,"Label the provided sentence with either ""positive"" or ""negative"" sentiment.",0.9
6,Label a movie review sentence as 'positive' or 'negative' based on its sentiment.,0.9
7,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",1.0
7,Determine whether the provided statement conveys a positive or negative viewpoint.,1.0
7,"Your task is to classify the comment ""positive"" or ""negative"".",0.95
7,"Given a statement, classify it as expressing a positive or negative opinion.",0.95
7,"Determine the sentiment of the provided text, categorizing it as either ""positive"" or ""negative"" in sentiment.",0.95
7,"Determine the sentiment expressed in the provided movie review, classifying it as positive or negative.",0.95
7,"Classify the given sentence as either ""positive"" or ""negative"" in terms of sentiment.",0.95
7,Analyze the provided movie review and categorize its sentiment as either positive or negative.,0.95
7,Analyze the given text and categorize its sentiment as either positive or negative.,0.95
7,Analyze the given movie review to identify whether it conveys a positive or negative sentiment.,0.95
