step,prompt,score
1,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
1,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
1,"Given a sentence, classify it as either positive or negative sentiment.",0.9
1,Analyze the provided text and categorize its sentiment as either positive or negative.,0.9
1,Label the sentiment of a given text as 'positive' or 'negative'.,0.85
1,"Given a statement, classify it as expressing a positive or negative opinion.",0.85
1,"Determine the sentiment of a given text, whether it's a tweet or statement, as either positive or negative depending on the underlying opinion it conveys.",0.85
1,Determine the sentiment of a given sentence and label it as either 'negative' or 'positive'.,0.85
1,"Given a tweet, classify it as having a positive or negative sentiment.",0.8
1,Analyze the provided text and classify its sentiment as either positive or negative.,0.8
2,Determine the emotional tone of a given text and categorize it as either 'positive' or 'negative'.,1.0
2,Classify the sentiment of the provided text as either 'positive' or 'negative'.,1.0
2,"Label the provided text with a sentiment score, categorizing it as either ""positive"" or ""negative"" based on the emotional tone conveyed.",0.95
2,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
2,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
2,"Given a sentence, classify it as either positive or negative sentiment.",0.9
2,Determine whether the provided statement conveys a positive or negative sentiment.,0.9
2,"Determine the sentiment of the given text, categorizing it as either 'negative' or 'positive'.",0.9
2,Analyze the provided text and categorize its sentiment as either positive or negative.,0.9
2,Analyze the provided text and categorize its sentiment as either 'positive' or 'negative'.,0.9
3,"Determine the emotional tone of the given text, labeling it as either ""positive"" or ""negative"".",1.0
3,Determine the emotional tone of a given text and categorize it as either 'positive' or 'negative'.,1.0
3,Classify the sentiment of the provided text as either 'positive' or 'negative'.,1.0
3,Classify the emotional tone of the provided text as either 'positive' or 'negative'.,1.0
3,"Label the provided text with a sentiment score, categorizing it as either ""positive"" or ""negative"" based on the emotional tone conveyed.",0.95
3,"Label the provided comment or sentence as either ""positive"" or ""negative"", indicating its sentiment.",0.95
3,Analyze the given statement and categorize it as either having a positive or negative tone.,0.95
3,Analyze the emotional tone of the given text and categorize it as either 'positive' or 'negative' sentiment.,0.95
3,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
3,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
4,"Determine the emotional tone of the given text, labeling it as either ""positive"" or ""negative"".",1.0
4,Determine the emotional tone of a given text and categorize it as either 'positive' or 'negative'.,1.0
4,Classify the sentiment of the provided text as either 'positive' or 'negative'.,1.0
4,Classify the emotional tone of the provided text as either 'positive' or 'negative'.,1.0
4,"Label the provided text with a sentiment score, categorizing it as either ""positive"" or ""negative"" based on the emotional tone conveyed.",0.95
4,"Label the provided comment or sentence as either ""positive"" or ""negative"", indicating its sentiment.",0.95
4,Analyze the given statement and categorize it as either having a positive or negative tone.,0.95
4,Analyze the emotional tone of the given text and categorize it as either 'positive' or 'negative' sentiment.,0.95
4,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
4,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
5,"Determine the emotional tone of the given text, labeling it as either ""positive"" or ""negative"".",1.0
5,Determine the emotional tone of a given text and categorize it as either 'positive' or 'negative'.,1.0
5,Classify the sentiment of the provided text as either 'positive' or 'negative'.,1.0
5,Classify the emotional tone of the provided text as either 'positive' or 'negative'.,1.0
5,"Label the provided text with a sentiment score, categorizing it as either ""positive"" or ""negative"" based on the emotional tone conveyed.",0.95
5,"Label the provided comment or sentence as either ""positive"" or ""negative"", indicating its sentiment.",0.95
5,"Identify the emotional tone of the provided text, labeling it as either 'positive' or 'negative' sentiment.",0.95
5,Analyze the given statement and categorize it as either having a positive or negative tone.,0.95
5,Analyze the emotional tone of the given text and categorize it as either 'positive' or 'negative' sentiment.,0.95
5,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
6,"Determine the emotional tone of the given text, labeling it as either ""positive"" or ""negative"".",1.0
6,Determine the emotional tone of a given text and categorize it as either 'positive' or 'negative'.,1.0
6,Classify the sentiment of the provided text as either 'positive' or 'negative'.,1.0
6,Classify the emotional tone of the provided text as either 'positive' or 'negative'.,1.0
6,"Label the provided text with a sentiment score, categorizing it as either ""positive"" or ""negative"" based on the emotional tone conveyed.",0.95
6,"Label the provided comment or sentence as either ""positive"" or ""negative"", indicating its sentiment.",0.95
6,"Identify the emotional tone of the provided text, labeling it as either 'positive' or 'negative' sentiment.",0.95
6,Analyze the given statement and categorize it as either having a positive or negative tone.,0.95
6,Analyze the emotional tone of the given text and categorize it as either 'positive' or 'negative' sentiment.,0.95
6,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
7,"Determine the emotional tone of the given text, labeling it as either ""positive"" or ""negative"".",1.0
7,Determine the emotional tone of a given text and categorize it as either 'positive' or 'negative'.,1.0
7,Classify the sentiment of the provided text as either 'positive' or 'negative'.,1.0
7,Classify the emotional tone of the provided text as either 'positive' or 'negative'.,1.0
7,"Analyze the emotional tone of the given text and assign a sentiment label, either ""positive"" or ""negative"", accordingly.",1.0
7,"Label the provided text with a sentiment score, categorizing it as either ""positive"" or ""negative"" based on the emotional tone conveyed.",0.95
7,"Label the provided comment or sentence as either ""positive"" or ""negative"", indicating its sentiment.",0.95
7,"Identify the emotional tone of the provided text, labeling it as either 'positive' or 'negative' sentiment.",0.95
7,"Determine the sentiment of the provided text, labeling it as either 'positive' or 'negative'.",0.95
7,"Determine the emotional tone of the given text, categorizing it as either 'positive' or 'negative'.",0.95
8,"Determine the emotional tone of the given text, labeling it as either ""positive"" or ""negative"".",1.0
8,Determine the emotional tone of a given text and categorize it as either 'positive' or 'negative'.,1.0
8,Classify the sentiment of the provided text as either 'positive' or 'negative'.,1.0
8,Classify the emotional tone of the provided text as either 'positive' or 'negative'.,1.0
