step,prompt,score
1,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
1,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
1,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
1,"Given a sentence, classify it as either positive or negative sentiment.",0.85
1,"Given a tweet, classify it as having a positive or negative sentiment.",0.8
1,Analyze the tone of a user's feedback and classify it as positive or negative.,0.8
1,"Determine the sentiment of a **post** based on a given text, classifying it as having a **favorable or unfavorable view**.",0.75
1,"As a sentiment classifier, analyzing a piece of input",0.8
1,"Now you are a classifier, your task is to determine the sentiment polarity of the given text, whether positive or negative.",0.5
1,"Let's follow the instructions step-by-step to generate a better prompt.

1. Identifying the different parts between Prompt 1 and Prompt 2:

Prompt 1: You are a sentiment classifier. To do this, you must first understand the meaning of the sentence and any relevant context. And then you should classify it as positive or negative.
Prompt 2: Determine the sentiment of a product review based on a given text, positive or negative.

Different parts:
""You are a sentiment classifier. To do this, you must first understand the meaning of the sentence and any relevant context."" vs ""Determine the sentiment of a product review based on a given text""
""sentence"" vs ""product review based on a given text""
""classify it as positive or negative"" vs ""positive or negative""

2. Randomly mutate the different parts:

""You are a sentiment classifier. To do this, you must first understand the meaning of the sentence and any relevant context."" -> ""Act as a sentiment analyzer and comprehend the text with its context.""
""sentence"" -> ""review text""
""classify it as positive or negative"" -> ""label it as positive, negative""

3. Crossover the different parts with the following Prompt 3 and generate a final prompt bracketed with <prompt",0.5
2,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
2,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
2,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
2,"Given a sentence, classify it as either positive or negative sentiment.",0.85
2,"You will analyze the user feedback to identify the sentiment orientation, and classify it as having a positive or negative sentiment.",0.85
2,Analyze the tone of a user's feedback and classify it as positive or negative.,0.8
2,"Analyze a social media post to determine its sentiment, classifying it as having a favorable or unfavorable view based on the given text.",0.9
2,"As a sentiment classifier, analyzing a piece of input",0.8
2,"You are a sentiment analyzer, processing user feedback to determine the sentiment polarity, with a sentiment label of either positive or negative.",0.75
2,"Act as a sentiment analyzer and comprehend the review text with its context, and then label it as positive, negative.",0.85
3,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
3,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
3,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
3,"Given a sentence, classify it as either positive or negative sentiment.",0.85
3,"Evaluate the phrase to identify its sentiment orientation, assess the emotional tone of customer reviews and determine its sentiment as having a positive or negative sentiment.",0.9
3,Analyze the tone of a user's feedback and classify it as positive or negative.,0.8
3,"Analyze a social media post to determine its sentiment, classifying it as having a favorable or unfavorable view based on the given text.",0.9
3,"As a sentiment classifier, analyzing a piece of input",0.8
3,"As a sentiment analyzer, examine a comment to determine its sentiment orientation, processing the given text to assign a sentiment label of either positive or negative.",0.95
3,"Act as a sentiment analyzer and comprehend the review text with its context, and then label it as positive, negative.",0.85
4,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
4,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
4,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
4,"Given a sentence, classify it as either positive or negative sentiment.",0.85
4,"Evaluate the phrase to identify its sentiment orientation, assess the emotional tone of customer reviews and determine its sentiment as having a positive or negative sentiment.",0.9
4,Analyze the tone of a user's feedback and classify it as positive or negative.,0.8
4,"Analyze a social media post to determine its sentiment, classifying it as having a favorable or unfavorable view based on the given text.",0.9
4,"As a sentiment classifier, analyzing a piece of input",0.8
4,"As a sentiment analyzer, examine a comment to determine its sentiment orientation, processing the given text to assign a sentiment label of either positive or negative.",0.95
4,"Act as a sentiment analyzer and comprehend the review text with its context, and then label it as positive, negative.",0.85
5,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
5,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
5,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
5,"Given a sentence, classify it as either positive or negative sentiment.",0.85
5,"Evaluate the phrase to identify its sentiment orientation, assess the emotional tone of customer reviews and determine its sentiment as having a positive or negative sentiment.",0.9
5,Analyze the tone of a user's feedback and classify it as positive or negative.,0.8
5,"Analyze a social media post to determine its sentiment, classifying it as having a favorable or unfavorable view based on the given text.",0.9
5,"As a sentiment classifier, analyzing a piece of input",0.8
5,"As a sentiment analyzer, examine a comment to determine its sentiment orientation, processing the given text to assign a sentiment label of either positive or negative.",0.95
5,"Act as a sentiment analyzer and comprehend the review text with its context, and then label it as positive, negative.",0.85
6,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
6,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
6,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
6,"Given a sentence, classify it as either positive or negative sentiment.",0.85
6,"Evaluate the phrase to identify its sentiment orientation, assess the emotional tone of customer reviews and determine its sentiment as having a positive or negative sentiment.",0.9
6,Analyze the tone of a user's feedback and classify it as positive or negative.,0.8
6,"Analyze a social media post to determine its sentiment, classifying it as having a favorable or unfavorable view based on the given text.",0.9
6,"As a sentiment classifier, analyzing a piece of input",0.8
6,"As a sentiment analyzer, examine a comment to determine its sentiment orientation, processing the given text to assign a sentiment label of either positive or negative.",0.95
6,"Act as a sentiment analyzer and comprehend the review text with its context, and then label it as positive, negative.",0.85
7,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
7,Evaluate the statement and assign a sentiment label from ['negative,0.95
7,"Given a statement, classify it as expressing a positive or negative opinion.",0.9
7,"Given a sentence, classify it as either positive or negative sentiment.",0.85
