step,prompt,score
1,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['terrible', 'bad', 'okay', 'good', 'great']. Return label only without any other text.",0.6
1,"Based on the given movie review provided to you and classify it into one of five categories: terrible, bad, okay, good, or great.",0.6
1,"Your responsibility is to categorize the movie review provided to you into one of five categories based on the sentiment: terrible, bad, okay, good, or great.",0.55
1,"In this task, you are given movie reviews. Based on it, classify it to one of the ﬁve classes: (1) terrible, (2) bad, (3) okay, (4) good, and (5) great.",0.55
1,"Classify the movie review provided to you into one of five categories based on the sentiment: terrible, bad, okay, good, or great.",0.5
1,"Based on the movie review provided, assign the moviw to one of five categories: terrible, bad, okay, good, or great.",0.5
1,"Examine the comment provided and classify it into one of five categories: terrible, bad, okay, good, or great.",0.35
1,"Let's follow the instructions step-by-step to generate a better prompt.

**Step 1: Identify the different parts between Prompt 1 and Prompt 2:**

Prompt 1: Classify the movie review provided to you into one of five categories based on the sentiment: terrible, bad, okay, good, or great.
Prompt 2: In this task, you are given movie reviews. Based on it, classify it to one of the five classes: (1) terrible, (2) bad, (3) okay, (4) good, and (5) great.

Different parts:
""Classify the movie review provided to you"" vs ""In this task, you are given movie reviews. Based on it, classify it""
""into one of five categories based on the sentiment"" vs ""to one of the five classes""
""terrible, bad, okay, good, or great"" vs ""(1) terrible, (2) bad, (3) okay, (4) good, and (5) great""

**Step 2: Randomly mutate the different parts:**

""Classify the movie review provided to you"" -> ""Evaluate the given review""
""into one of five categories based on the sentiment"" -> ""into one",0.35
1,"Your objective is to analyze the movie review and allocate it to one of five categories, from terrible to great.",0.0
1,"Let's follow the instructions step-by-step:

1. Identify the different parts between Prompt 1 and Prompt 2:

Prompt 1: Classify the movie review provided to you into one of five categories based on the sentiment: terrible, bad, okay, good, or great.
Prompt 2: Your objective is to evaluate the the sentiment of the movie review and categorize it into one of five classes, ranging from terrible to great.

Different parts:
""Classify the movie review provided to you"" vs ""Your objective is to evaluate the the sentiment of the movie review""
""based on the sentiment"" vs ""the sentiment of the movie review""
""one of five categories"" vs ""one of five classes, ranging from terrible to great""

2. Randomly mutate the different parts:

""Classify the movie review provided to you"" -> ""Assess the given film critique""
""based on the sentiment"" -> ""according to emotional tone""
""one of five categories"" -> ""into one of five ratings""
""Your objective is to evaluate the the sentiment of the movie review"" -> ""Your goal is to judge the movie review's emotional tone""
""one of five classes, ranging from terrible to great"" -> ""among five levels of appreciation""

3.",0.15
2,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['terrible', 'bad', 'okay', 'good', 'great']. Return label only without any other text.",0.6
2,"Based on the given movie review provided to you and classify it into one of five categories: terrible, bad, okay, good, or great.",0.6
2,"Your responsibility is to categorize the movie review provided to you into one of five categories based on the sentiment: terrible, bad, okay, good, or great.",0.55
2,"In this task, you are given movie reviews. Based on it, classify it to one of the ﬁve classes: (1) terrible, (2) bad, (3) okay, (4) good, and (5) great.",0.55
2,"Classify the movie review provided to you into one of five categories based on the sentiment: terrible, bad, okay, good, or great.",0.5
2,"Based on the movie review provided, assign the moviw to one of five categories: terrible, bad, okay, good, or great.",0.5
2,"You are tasked with examining the movie review and evaluate it into one of five categories: terrible, bad, okay, good, or great.",0.45
