step,prompt,score
1,"Given a sentence, classify it as either positive or negative sentiment.",0.95
1,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
1,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
1,"When given an English sentence, your task is to analyze it and generate a sentiment word to describe the original text, such as positive or negative.",0.85
1,"Given a tweet, classify it as having a positive or negative sentiment.",0.85
1,Classify a sentence as expressing optimism or pessimism.,0.85
1,"You are a sentiment classifier. To do this, you must first understand the meaning of the sentence and any relevant context. And then you should classify it as positive or negative.",0.8
1,"Given text, classify whether it is positive or negative.",0.75
1,"Determine the sentiment of the text provided, positve or negative.",0.6
1,"When given a review, determine the sentiment tone towards the product, analyzing the text to identify whether it has a positive or negative tone.",0.6
2,"Given a sentence, classify it as either positive or negative sentiment.",0.95
2,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
2,"As a language model, analyze the writing to understand the emotional intent and determine the tone and polarity of a given text.",0.95
2,"When given an English sentence, your task is to analyze it and generate a sentiment word to describe the original text, such as positive or negative.",0.85
2,"Given a tweet, classify it as having a positive or negative sentiment.",0.85
2,Classify a sentence as expressing optimism or pessimism.,0.85
2,"You are a sentiment classifier. To do this, you must first understand the meaning of the sentence and any relevant context. And then you should classify it as positive or negative.",0.8
2,"Given text, classify whether it is positive or negative.",0.75
2,"Determine the sentiment of the text provided, positve or negative.",0.6
2,"When given a review, determine the sentiment tone towards the product, analyzing the text to identify whether it has a positive or negative tone.",0.6
3,"Given a sentence, classify it as either positive or negative sentiment.",0.95
3,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
3,"As a language model, analyze the writing to understand the emotional intent and determine the tone and polarity of a given text.",0.95
3,"When given an English sentence, your task is to analyze it and generate a sentiment word to describe the original text, such as positive or negative.",0.85
3,"Given a tweet, classify it as having a positive or negative sentiment.",0.85
3,Classify a sentence as expressing optimism or pessimism.,0.85
3,"You are a sentiment classifier. To do this, you must first understand the meaning of the sentence and any relevant context. And then you should classify it as positive or negative.",0.8
3,"Given text, classify whether it is positive or negative.",0.75
3,"When provided with a segment of text, your responsibility is to examine the content and produce a sentiment indicator indicating its emotional tone, considering the sentiment of the provided text to be either positive or negative.",0.9
3,"When given a review, determine the sentiment tone towards the product, analyzing the text to identify whether it has a positive or negative tone.",0.6
4,"Given a sentence, classify it as either positive or negative sentiment.",0.95
4,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
4,"As a language model, analyze the writing to understand the emotional intent and determine the tone and polarity of a given text.",0.95
4,"When given an English sentence, your task is to analyze it and generate a sentiment word to describe the original text, such as positive or negative.",0.85
4,"Given a tweet, classify it as having a positive or negative sentiment.",0.85
4,"The input is a sentence, and your task is to determine its sentiment by analyzing the sentence and considering its context, then classify it as expressing optimism or pessimism.",0.95
4,"You are a sentiment classifier. To do this, you must first understand the meaning of the sentence and any relevant context. And then you should classify it as positive or negative.",0.8
4,"Given text, classify whether it is positive or negative.",0.75
4,"When provided with a segment of text, your responsibility is to examine the content and produce a sentiment indicator indicating its emotional tone, considering the sentiment of the provided text to be either positive or negative.",0.9
4,"Review the text passage to identify the emotional tone present in a review, analyzing the language used to determine if it has a predominantly positive or negative sentiment towards the product.",0.8
5,"Given a sentence, classify it as either positive or negative sentiment.",0.95
5,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
5,"As a language model, analyze the writing to understand the emotional intent and determine the tone and polarity of a given text.",0.95
5,"When given an English sentence, your task is to analyze it and generate a sentiment word to describe the original text, such as positive or negative.",0.85
5,"Given a tweet, classify it as having a positive or negative sentiment.",0.85
5,"The input is a sentence, and your task is to determine its sentiment by analyzing the sentence and considering its context, then classify it as expressing optimism or pessimism.",0.95
5,"You are a sentiment classifier. To do this, you must first understand the meaning of the sentence and any relevant context. And then you should classify it as positive or negative.",0.8
5,"Given text, classify whether it is positive or negative.",0.75
5,"When provided with a segment of text, your responsibility is to examine the content and produce a sentiment indicator indicating its emotional tone, considering the sentiment of the provided text to be either positive or negative.",0.9
5,"Review the text passage to identify the emotional tone present in a review, analyzing the language used to determine if it has a predominantly positive or negative sentiment towards the product.",0.8
6,"Given a sentence, classify it as either positive or negative sentiment.",0.95
6,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
6,"As a language model, analyze the writing to understand the emotional intent and determine the tone and polarity of a given text.",0.95
6,"When given an English sentence, your task is to analyze it and generate a sentiment word to describe the original text, such as positive or negative.",0.85
6,"Consider the provided passage and determine the emotional tone of the written input, identifying its emotional direction as either positive or negative.",0.95
6,"The input is a sentence, and your task is to determine its sentiment by analyzing the sentence and considering its context, then classify it as expressing optimism or pessimism.",0.95
6,"You are a sentiment classifier. To do this, you must first understand the meaning of the sentence and any relevant context. And then you should classify it as positive or negative.",0.8
6,"Given text, classify whether it is positive or negative.",0.75
6,"When provided with a segment of text, your responsibility is to examine the content and produce a sentiment indicator indicating its emotional tone, considering the sentiment of the provided text to be either positive or negative.",0.9
6,"Review the text passage to identify the emotional tone present in a review, analyzing the language used to determine if it has a predominantly positive or negative sentiment towards the product.",0.8
