step,prompt,score
1,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",0.95
1,"Please label the sentiment towards the movie of the given movie review. The sentiment label should be ""positive"" or ""negative"".",0.95
1,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
1,"In this task, you are given sentences from movie reviews. The task is to classify a sentence as  positive or as negative.",0.8
1,"Given a statement, classify it as expressing a positive or negative opinion.",0.8
1,"Given a sentence, classify it as either positive or negative sentiment.",0.8
1,"Given a tweet, classify it as having a positive or negative sentiment.",0.75
1,"When presented with movie review excerpts, analyze them to generate a sentiment word that describes the original text, such as positive or negative, and classify it",0.8
1,"Provided with a text, classify it into optimistic or pessimistic categories, based on whether it's holding a favorable or unfavorable view.",0.85
1,"You are a sentiment classifier. To do this, you must first understand the meaning of the sentence and any relevant context. And then you should classify it as positive or negative.",0.55
2,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",0.95
2,"Please label the sentiment towards the movie of the given movie review. The sentiment label should be ""positive"" or ""negative"".",0.95
2,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
2,"In this task, you are given sentences from movie reviews. The task is to classify a sentence as  positive or as negative.",0.8
2,"Given a social media post, classify it as containing a positive or negative opinion.",0.85
2,"Given a sentence, classify it as either positive or negative sentiment.",0.8
2,"Given a tweet, classify it as having a positive or negative sentiment.",0.75
2,"When presented with movie review excerpts, analyze them to generate a sentiment word that describes the original text, such as positive or negative, and classify it",0.8
2,"Provided with a text, classify it into optimistic or pessimistic categories, based on whether it's holding a favorable or unfavorable view.",0.85
2,"As a sentiment classifier, analyze the emotions expressed in the provided sentence and determine the",0.65
3,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",0.95
3,"Please label the sentiment towards the movie of the given movie review. The sentiment label should be ""positive"" or ""negative"".",0.95
3,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
3,"In this task, you are given sentences from movie reviews. The task is to classify a sentence as  positive or as negative.",0.8
3,"Given a social media post, classify it as containing a positive or negative opinion.",0.85
3,"Given a sentence, classify it as either positive or negative sentiment.",0.8
3,"Given a tweet, classify it as having a positive or negative sentiment.",0.75
3,"When presented with movie review excerpts, analyze them to generate a sentiment word that describes the original text, such as positive or negative, and classify it",0.8
3,"Provided with a text, classify it into optimistic or pessimistic categories, based on whether it's holding a favorable or unfavorable view.",0.85
3,"As a sentiment classifier, analyze the emotions expressed in the online message and determine whether it is expressing a favorable or unfavorable attitude.",0.75
4,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",0.95
4,"Please label the sentiment towards the movie of the given movie review. The sentiment label should be ""positive"" or ""negative"".",0.95
4,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
4,"Assess the emotional tone of the film in the provided social media post, with a sentiment classification of positive or negative, as you categorize the sentence",0.9
4,"Given a social media post, classify it as containing a positive or negative opinion.",0.85
4,"Given a sentence, classify it as either positive or negative sentiment.",0.8
4,"Given a tweet, classify it as having a positive or negative sentiment.",0.75
4,"When presented with movie review excerpts, analyze them to generate a sentiment word that describes the original text, such as positive or negative, and classify it",0.8
4,"Provided with a text, classify it into optimistic or pessimistic categories, based on whether it's holding a favorable or unfavorable view.",0.85
4,"As a sentiment classifier, analyze the emotions expressed in the online message and determine whether it is expressing a favorable or unfavorable attitude.",0.75
