step,prompt,score
1,"Determine the category of a movie review based on a given text, subjective or objective.",0.65
1,"Given a statement, classify it as expressing a subjective or objective opinion.",0.6
1,"Classify and categorize the provided sentences as either subjective or objective, using your language expertise.",0.6
1,identify whether the given sentence was expressing an objective or a subjective opinion.,0.55
1,"Please perform Subjectivity Classification task. Given the sentence, assign a label from ['subjective', 'objective']. Return label only without any other text.",0.55
1,"Given a sentence, classify it as either subjective or objective category.",0.55
1,evaluate the given sentences and determine whether they are subjective or objective.,0.5
1,evaluate each statement as either subjective or objective.,0.5
1,"Evaluate the following sentence and categorize it as either 'subjective' or 'objective', providing the resultant classification.",0.5
1,"Classify the provided sentence as either subjective or objective, based on its linguistic cues.",0.5
2,"Identify the provided sentence as either subjective or objective, considering its emotional tone and linguistic characteristics.",0.7
2,Evaluate the input sentence and assign a classification of 'subjective' or 'objective' accordingly.,0.7
2,Evaluate the sentence and categorize it as either 'subjective' or 'objective'. Return the classification result.,0.65
2,"Determine the category of a movie review based on a given text, subjective or objective.",0.65
2,"Given a statement, classify it as expressing a subjective or objective opinion.",0.6
2,"Classify each provided sentence as subjective or objective, using your linguistic knowledge to guide the classification.",0.6
2,"Classify and categorize the provided sentences as either subjective or objective, using your language expertise.",0.6
2,identify whether the given sentence was expressing an objective or a subjective opinion.,0.55
2,"Please perform Subjectivity Classification task. Given the sentence, assign a label from ['subjective', 'objective']. Return label only without any other text.",0.55
2,"Given a sentence, classify it as either subjective or objective category.",0.55
3,"Identify the provided sentence as either subjective or objective, considering its emotional tone and linguistic characteristics.",0.7
3,Evaluate the input sentence and assign a classification of 'subjective' or 'objective' accordingly.,0.7
3,"Classify the provided sentence as either subjective or objective, providing a definitive categorization",0.7
3,Evaluate the sentence and categorize it as either 'subjective' or 'objective'. Return the classification result.,0.65
3,"Determine the category of a movie review based on a given text, subjective or objective.",0.65
3,"Classify the given sentences as either subjective or objective opinions, using your language expertise.",0.65
3,"Given a statement, classify it as expressing a subjective or objective opinion.",0.6
3,Determine whether the provided text is subjective or objective.,0.6
3,"Classify the given sentence as subjective or objective, taking into account its linguistic features and emotional undertones.",0.6
3,"Classify each provided sentence as subjective or objective, using your linguistic knowledge to guide the classification.",0.6
4,"Determine the subjectivity of each sentence in the provided text, given your linguistic expertise.",0.75
4,"Identify the provided sentence as either subjective or objective, considering its emotional tone and linguistic characteristics.",0.7
4,Evaluate the input sentence and assign a classification of 'subjective' or 'objective' accordingly.,0.7
4,"Classify the provided sentence as either subjective or objective, providing a definitive categorization",0.7
4,Evaluate the statement and categorize its opinion as subjective or objective accordingly.,0.65
4,Evaluate the sentence and categorize it as either 'subjective' or 'objective'. Return the classification result.,0.65
4,"Determine the category of a movie review based on a given text, subjective or objective.",0.65
4,"Classify the given sentences as either subjective or objective opinions, using your language expertise.",0.65
4,"Given a statement, classify it as expressing a subjective or objective opinion.",0.6
4,Determine whether the provided text is subjective or objective.,0.6
5,"Determine the subjectivity of each sentence in the provided text, given your linguistic expertise.",0.75
5,"Identify the provided sentence as either subjective or objective, considering its emotional tone and linguistic characteristics.",0.7
5,Evaluate the input sentence and assign a classification of 'subjective' or 'objective' accordingly.,0.7
5,"Classify the provided sentence as either subjective or objective, providing a definitive categorization",0.7
5,Evaluate the statement and categorize its opinion as subjective or objective accordingly.,0.65
5,Evaluate the sentence and categorize it as either 'subjective' or 'objective'. Return the classification result.,0.65
5,"Determine the category of a movie review based on a given text, subjective or objective.",0.65
5,"Classify the given sentences as either subjective or objective opinions, using your language expertise.",0.65
5,"Given a statement, classify it as expressing a subjective or objective opinion.",0.6
5,Determine whether the provided text is subjective or objective.,0.6
6,"Determine the subjectivity of each sentence in the provided text, given your linguistic expertise.",0.75
