step,prompt,score
1,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
1,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.9
1,"Given a tweet, classify it as having a positive or negative sentiment.",0.9
1,"Given a sentence, classify it as either positive or negative sentiment.",0.9
1,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
1,"Analyze the provided sentence, taking into account its meaning and context, and categorize its sentiment as either positive or negative.",0.85
1,"Determine the sentiment of a given English sentence, taking into account its meaning and context, and categorize it as positive or negative.",0.8
1,"When given an English sentence, your task is to analyze it and generate a sentiment word to describe the original text, such as positive or negative.",0.75
1,"Given text, classify whether it is positive or negative.",0.75
1,"Determine the sentiment of the provided text, labeling it as either ""positive"" or ""negative"".",0.75
2,"Determine the sentiment of a piece of text, categorizing it as either positive or negative.",0.95
2,"Determine the emotional tone of the provided text, categorizing it as either ""positive"" or ""negative"" sentiment.",0.95
2,"Classify the sentiment expressed in the provided text as ""positive"" or ""negative"", based on its emotional tone.",0.95
2,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
2,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.9
2,"Given a tweet, classify it as having a positive or negative sentiment.",0.9
2,"Given a sentence, classify it as either positive or negative sentiment.",0.9
2,"Determine the sentiment of the provided text, categorizing it as either ""positive"" or ""negative"".",0.9
2,"Determine the sentiment of a provided sentence, assigning it a label of either positive or negative.",0.9
2,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
3,"Label the emotional tone of the given text as either ""positive"" or ""negative"" sentiment.",0.95
3,"Determine the sentiment of a piece of text, categorizing it as either positive or negative.",0.95
3,"Determine the emotional tone of the provided text, categorizing it as either ""positive"" or ""negative"" sentiment.",0.95
3,"Determine the emotional tone of the given text and label it as either ""positive"" or ""negative"" sentiment.",0.95
3,"Classify the sentiment expressed in the provided text as ""positive"" or ""negative"", based on its emotional tone.",0.95
3,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
3,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.9
3,"Given a tweet, classify it as having a positive or negative sentiment.",0.9
3,"Given a sentence, classify it as either positive or negative sentiment.",0.9
3,"Determine the sentiment of the provided text, categorizing it as either ""positive"" or ""negative"".",0.9
4,"Label the emotional tone of the given text as either ""positive"" or ""negative"" sentiment.",0.95
4,"Identify the emotional tone of the provided text, categorizing it as either ""positive"" or ""negative"" sentiment.",0.95
4,"Determine the sentiment of a piece of text, categorizing it as either positive or negative.",0.95
4,"Determine the emotional tone of the provided text, categorizing it as either ""positive"" or ""negative"" sentiment.",0.95
4,"Determine the emotional tone of the given text and label it as either ""positive"" or ""negative"" sentiment.",0.95
4,"Classify the sentiment expressed in the provided text as ""positive"" or ""negative"", based on its emotional tone.",0.95
4,"Analyze the provided text to determine its emotional tone, categorizing it as either ""positive"" or ""negative"" sentiment.",0.95
4,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
4,"Please label the sentiment towards the product of the given product review. The sentiment label should be ""positive"" or ""negative"".",0.9
4,"Label the sentiment of the given text as ""positive"" or ""negative"", reflecting its emotional tone.",0.9
5,"Determine the sentiment of the provided text, labeling it as either ""positive"" or ""negative"".",1.0
5,"Classify the sentiment of a given text as either 'positive' or 'negative', reflecting its underlying emotional tone.",1.0
5,"Assign a sentiment label of either 'positive' or 'negative' to the provided text, based on its emotional tone.",1.0
5,"Label the emotional tone of the given text as either ""positive"" or ""negative"" sentiment.",0.95
5,"Identify the emotional tone of the provided text, categorizing it as either ""positive"" or ""negative"" sentiment.",0.95
5,"Determine the sentiment of a piece of text, categorizing it as either positive or negative.",0.95
5,"Determine the emotional tone of the provided text, categorizing it as either ""positive"" or ""negative"" sentiment.",0.95
5,"Determine the emotional tone of the given text and label it as either ""positive"" or ""negative"" sentiment.",0.95
5,"Classify the sentiment expressed in the provided text as ""positive"" or ""negative"", based on its emotional tone.",0.95
5,"Analyze the provided text to determine its emotional tone, categorizing it as either ""positive"" or ""negative"" sentiment.",0.95
6,"Identify the sentiment of the given text, labeling it as either ""positive"" or ""negative"" based on its emotional tone.",1.0
6,"Determine the sentiment of the provided text, labeling it as either ""positive"" or ""negative"".",1.0
6,"Classify the sentiment of the given text as either ""positive"" or ""negative"", based on its emotional tone.",1.0
6,"Classify the sentiment of a given text as either 'positive' or 'negative', reflecting its underlying emotional tone.",1.0
6,"Classify the emotional tone of the given text as either ""positive"" or ""negative"" sentiment.",1.0
6,"Assign a sentiment label of either 'positive' or 'negative' to the provided text, based on its emotional tone.",1.0
6,"Label the emotional tone of the given text as either ""positive"" or ""negative"" sentiment.",0.95
6,"Identify the emotional tone of the provided text, categorizing it as either ""positive"" or ""negative"" sentiment.",0.95
6,"Determine the sentiment of a piece of text, categorizing it as either positive or negative.",0.95
6,"Determine the emotional tone of the provided text, categorizing it as either ""positive"" or ""negative"" sentiment.",0.95
7,"Identify the sentiment of the given text, labeling it as either ""positive"" or ""negative"" based on its emotional tone.",1.0
7,"Determine the sentiment of the provided text, labeling it as either ""positive"" or ""negative"".",1.0
7,"Classify the sentiment of the given text as either ""positive"" or ""negative"", based on its emotional tone.",1.0
7,"Classify the sentiment of a given text as either 'positive' or 'negative', reflecting its underlying emotional tone.",1.0
7,"Classify the emotional tone of the given text as either ""positive"" or ""negative"" sentiment.",1.0
7,"Categorize the sentiment of the given text as ""positive"" or ""negative"" based on its emotional tone.",1.0
7,"Assign a sentiment label of either 'positive' or 'negative' to the provided text, based on its emotional tone.",1.0
7,"Analyze the sentiment of the given text and classify it as either ""positive"" or ""negative"" in emotional tone.",1.0
7,"Analyze the provided text to identify its emotional tone, classifying it as either ""positive"" or ""negative"" sentiment.",1.0
7,"Analyze the provided text and categorize its overall emotional tone as either ""positive"" or ""negative"" sentiment.",1.0
8,"Identify the sentiment of the given text, labeling it as either ""positive"" or ""negative"" based on its emotional tone.",1.0
8,"Determine the sentiment of the provided text, labeling it as either ""positive"" or ""negative"".",1.0
8,"Classify the sentiment of the given text as either ""positive"" or ""negative"", based on its emotional tone.",1.0
8,"Classify the sentiment of a given text as either 'positive' or 'negative', reflecting its underlying emotional tone.",1.0
8,"Classify the emotional tone of the given text as either ""positive"" or ""negative"" sentiment.",1.0
8,"Categorize the sentiment of the given text as ""positive"" or ""negative"" based on its emotional tone.",1.0
8,"Assign a sentiment label of either 'positive' or 'negative' to the provided text, based on its emotional tone.",1.0
8,"Analyze the sentiment of the given text and classify it as either ""positive"" or ""negative"" in emotional tone.",1.0
8,"Analyze the provided text to identify its emotional tone, classifying it as either ""positive"" or ""negative"" sentiment.",1.0
8,"Analyze the provided text and categorize its overall emotional tone as either ""positive"" or ""negative"" sentiment.",1.0
9,"Identify the sentiment of the given text, labeling it as either ""positive"" or ""negative"" based on its emotional tone.",1.0
9,"Determine the sentiment of the provided text, labeling it as either ""positive"" or ""negative"".",1.0
9,"Classify the sentiment of the given text as either ""positive"" or ""negative"", based on its emotional tone.",1.0
9,"Classify the sentiment of a given text as either 'positive' or 'negative', reflecting its underlying emotional tone.",1.0
9,"Classify the emotional tone of the given text as either ""positive"" or ""negative"" sentiment.",1.0
9,"Categorize the sentiment of the given text as ""positive"" or ""negative"" based on its emotional tone.",1.0
9,"Assign a sentiment label of either 'positive' or 'negative' to the provided text, based on its emotional tone.",1.0
9,"Analyze the sentiment of the given text and classify it as either ""positive"" or ""negative"" in emotional tone.",1.0
9,"Analyze the provided text to identify its emotional tone, classifying it as either ""positive"" or ""negative"" sentiment.",1.0
9,"Analyze the provided text and categorize its overall emotional tone as either ""positive"" or ""negative"" sentiment.",1.0
10,"Identify the sentiment of the given text, labeling it as either ""positive"" or ""negative"" based on its emotional tone.",1.0
10,"Determine the sentiment of the provided text, labeling it as either ""positive"" or ""negative"".",1.0
10,"Classify the sentiment of the given text as either ""positive"" or ""negative"", based on its emotional tone.",1.0
10,"Classify the sentiment of a given text as either 'positive' or 'negative', reflecting its underlying emotional tone.",1.0
10,"Classify the emotional tone of the given text as either ""positive"" or ""negative"" sentiment.",1.0
10,"Categorize the sentiment of the given text as ""positive"" or ""negative"" based on its emotional tone.",1.0
10,"Assign a sentiment label of either 'positive' or 'negative' to the provided text, based on its emotional tone.",1.0
10,"Analyze the sentiment of the given text and classify it as either ""positive"" or ""negative"" in emotional tone.",1.0
10,"Analyze the provided text to identify its emotional tone, classifying it as either ""positive"" or ""negative"" sentiment.",1.0
10,"Analyze the provided text and categorize its overall emotional tone as either ""positive"" or ""negative"" sentiment.",1.0
11,"Identify the sentiment of the given text, labeling it as either ""positive"" or ""negative"" based on its emotional tone.",1.0
11,"Determine the sentiment of the provided text, labeling it as either ""positive"" or ""negative"".",1.0
11,"Classify the sentiment of the given text as either ""positive"" or ""negative"", based on its emotional tone.",1.0
11,"Classify the sentiment of a given text as either 'positive' or 'negative', reflecting its underlying emotional tone.",1.0
11,"Classify the emotional tone of the given text as either ""positive"" or ""negative"" sentiment.",1.0
11,"Categorize the sentiment of the given text as ""positive"" or ""negative"" based on its emotional tone.",1.0
11,"Assign a sentiment label of either 'positive' or 'negative' to the provided text, based on its emotional tone.",1.0
11,"Analyze the sentiment of the given text and classify it as either ""positive"" or ""negative"" in emotional tone.",1.0
11,"Analyze the provided text to identify its emotional tone, classifying it as either ""positive"" or ""negative"" sentiment.",1.0
11,"Analyze the provided text and categorize its overall emotional tone as either ""positive"" or ""negative"" sentiment.",1.0
12,"Identify the sentiment of the given text, labeling it as either ""positive"" or ""negative"" based on its emotional tone.",1.0
12,"Determine the sentiment of the provided text, labeling it as either ""positive"" or ""negative"".",1.0
12,"Determine the emotional tone of the provided text, categorizing it as either ""positive"" or ""negative"" sentiment.",1.0
12,"Determine the emotional tone of the provided text and categorize it as ""positive"" or ""negative"" based on its sentimental value.",1.0
12,"Classify the sentiment of the given text as either ""positive"" or ""negative"", based on its emotional tone.",1.0
12,"Classify the sentiment of a given text as either 'positive' or 'negative', reflecting its underlying emotional tone.",1.0
12,"Classify the emotional tone of the given text as either ""positive"" or ""negative"" sentiment.",1.0
12,"Classify the emotional tone of the given text as either ""positive"" or ""negative"" sentiment.",1.0
12,"Categorize the sentiment of the given text as ""positive"" or ""negative"" based on its emotional tone.",1.0
12,"Assign a sentiment label of either 'positive' or 'negative' to the provided text, based on its emotional tone.",1.0
