step,prompt,score
1,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
1,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",0.9
1,"Classify the sentiment of movie reviews as ""positive"" or ""negative"" based on the input sentence.",0.9
1,"Given a statement, classify it as expressing a positive or negative opinion.",0.85
1,"Given a sentence, classify it as either positive or negative sentiment.",0.85
1,"In this task, you are given sentences from movie reviews. The task is to classify a sentence as  positive or as negative.",0.75
1,"Determine the sentiment of a given text, categorizing it as either positive or negative, by classifying the overall tone and emotional bias of the review.",0.75
1,"Classify the sentiment of the given movie review, designating it as either ""positive"" or ""negative"" based on its tone.",0.75
1,"Transform a given movie review into a sentiment classification (positive or negative), accurately capturing the meaning and essence of the text.",0.7
1,"Let's follow the instructions step-by-step to generate a better prompt.

1. Crossover Prompt: Combine Prompt 1 and Prompt 2 to generate a new prompt.

Prompt 1: Given a sentence, classify it as either positive or negative sentiment.
Prompt 2: Classify a sentence as expressing optimism or pessimism.

Crossover Prompt: Given a sentence, classify it as either positive or optimistic, negative or pessimistic sentiment.

2. Mutate the prompt generated in Step 1 to make it more specific and concise.

Final Prompt: [Given a movie review, classify its sentiment as either positive (optimistic) or negative (pessimistic).]

Note: I've used the phrases ""movie review"" and ""positive/negative"" to make the prompt more specific to the task, and ""optimistic/pessimistic"" to include the finer nuances of sentiment classification.",0.7
2,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
2,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",0.9
2,"Classify the sentiment of movie reviews as ""positive"" or ""negative"" based on the input sentence.",0.9
2,"Given a statement, classify it as expressing a positive or negative opinion.",0.85
2,"Given a sentence, classify it as either positive or negative sentiment.",0.85
2,Classify the given movie review sentence as either 'negative' or 'positive',0.85
2,Classify the given text as having positive or negative sentiment. Keep in mind that the first response will be treated as the prediction.,0.8
2,"Review a movie review's sentiment, categorizing it as either positive or negative.",0.75
2,"In this task, you are given sentences from movie reviews. The task is to classify a sentence as  positive or as negative.",0.75
2,"Given a movie review, classify its sentiment as either positive or negative.",0.75
3,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
3,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",0.9
3,Classify the sentiment of the text as positive or negative.,0.9
3,"Classify the sentiment of the provided movie review as either ""positive"" or ""negative",0.9
3,"Classify the sentiment of movie reviews as ""positive"" or ""negative"" based on the input sentence.",0.9
3,Review movie reviews and predict their sentiment as positive or negative.,0.85
3,"Given a statement, classify it as expressing a positive or negative opinion.",0.85
3,"Given a sentence, classify it as either positive or negative sentiment.",0.85
3,Classify the sentiment of a given movie review as either positive or negative.,0.85
3,Classify the given movie review sentence as either 'negative' or 'positive',0.85
4,Distinguish the sentiment of the provided movie review text as either positive or negative. Classify the given review based on its emotional tone.,0.95
4,"Classify the sentiment of movie reviews, categorizing them as either ""positive"" or ""negative"", from the provided text.",0.95
4,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
4,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",0.9
4,Classify the sentiment of the text as positive or negative.,0.9
4,"Classify the sentiment of the provided movie review as either ""positive"" or ""negative",0.9
4,"Classify the sentiment of movie reviews as ""positive"" or ""negative"" based on the input sentence.",0.9
4,"Classify the given movie review sentiment as ""positive"" or ""negative",0.9
4,"Analyze the provided movie reviews to determine their overall sentiment, categorizing them as either positive or negative.",0.9
4,Review movie reviews and predict their sentiment as positive or negative.,0.85
5,Distinguish the sentiment of the provided movie review text as either positive or negative. Classify the given review based on its emotional tone.,0.95
5,"Classify the sentiment of movie reviews, categorizing them as either ""positive"" or ""negative"", from the provided text.",0.95
5,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
5,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",0.9
5,Classify the sentiment of the text as positive or negative.,0.9
5,"Classify the sentiment of the provided movie review as either ""positive"" or ""negative"", with precision.",0.9
5,"Classify the sentiment of the provided movie review as either ""positive"" or ""negative",0.9
5,"Classify the sentiment of movie reviews as ""positive"" or ""negative"" based on the input sentence.",0.9
5,"Classify the given movie review sentiment as ""positive"" or ""negative",0.9
5,"Analyze the provided movie reviews to determine their overall sentiment, categorizing them as either positive or negative.",0.9
6,"Please classify the sentiment of the given movie review as ""positive"" or ""negative, as indicated by the binary sentiment labels.",0.95
6,"Identify the sentiment of this movie review as either ""positive"" or ""negative",0.95
6,Distinguish the sentiment of the provided movie review text as either positive or negative. Classify the given review based on its emotional tone.,0.95
6,"Classify the sentiment of movie reviews, categorizing them as either ""positive"" or ""negative"", from the provided text.",0.95
6,"Your task is to classify the comment ""positive"" or ""negative"".",0.9
6,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",0.9
6,Classify the sentiment of the text as positive or negative.,0.9
6,"Classify the sentiment of the provided movie review as either ""positive"" or ""negative"", with precision.",0.9
6,"Classify the sentiment of the provided movie review as either ""positive"" or ""negative",0.9
6,"Classify the sentiment of movie reviews as ""positive"" or ""negative"" based on the input sentence.",0.9
7,"Based on the provided movie review, please classify its sentiment as either ""positive"" or ""negative"" according to the given binary sentiment annotations.",1.0
7,"Please classify the sentiment of the given movie review as ""positive"" or ""negative, as indicated by the binary sentiment labels.",0.95
7,"Identify the sentiment of this movie review as either ""positive"" or ""negative",0.95
7,Distinguish the sentiment of the provided movie review text as either positive or negative. Classify the given review based on its emotional tone.,0.95
7,"Classify the sentiment of movie reviews, categorizing them as either ""positive"" or ""negative"", from the provided text.",0.95
7,"Classify the sentiment of a given movie review text as either positive or negative, transforming it into a binary prediction.",0.95
7,Classify the given movie review as 'positive' or 'negative' with high precision.,0.95
