step,prompt,score
1,"Determine the primary topic of the news article and classify it as World, Sports, Business, or Tech, while ensuring accuracy and relevance.",0.95
1,"Determine the central idea of the news article and categorize it under the most relevant category, selecting from World, Sports, Business, or Tech.",0.95
1,"Based on the primary topic of the given news article, classify it as World, Sports, Business, or Tech.",0.95
1,"Your task is to classify the news item as ""World"", ""Sports"", ""Tech"" or ""Business"".",0.9
1,"Determine the main topic of the news article and categorize it as either ""World"", ""Sports"", ""Business"", or ""Tech"", considering the primary content and focus.",0.9
1,"Categorize the given news article into one of the four categories: ""World"", ""Sports"", ""Tech"", or ""Business"", based on the primary theme and main topic.",0.9
1,"Your responsibility is to assign a news article to one of four categories: World, Sports, Business, or Tech, based on its main idea.",0.85
1,"Your objective is to classify a news article into one of four themes: World, Sports, Business and Tech.",0.85
1,"You will be required to classify a news article as World, Sports, Business, or Tech based on its primary topic.",0.85
1,"Identify the categorization of the given news article, categorizing it as World, Sports, Business, or Tech based on its primary theme or content.",0.8
2,"Determine the primary topic of the news article and classify it as World, Sports, Business, or Tech, while ensuring accuracy and relevance.",0.95
2,"Determine the central idea of the news article and categorize it under the most relevant category, selecting from World, Sports, Business, or Tech.",0.95
2,"Based on the primary topic of the given news article, classify it as World, Sports, Business, or Tech.",0.95
2,"Your task is to classify the news item as ""World"", ""Sports"", ""Tech"" or ""Business"".",0.9
2,"Determine the main topic of the news article and categorize it as either ""World"", ""Sports"", ""Business"", or ""Tech"", considering the primary content and focus.",0.9
2,"Categorize the given news article into one of the four categories: ""World"", ""Sports"", ""Tech"", or ""Business"", based on the primary theme and main topic.",0.9
2,"Your responsibility is to assign a news article to one of four categories: World, Sports, Business, or Tech, based on its main idea.",0.85
2,"Your objective is to classify a news article into one of four themes: World, Sports, Business and Tech.",0.85
2,"You will be required to classify a news article as World, Sports, Business, or Tech based on its primary topic.",0.85
2,"Identify the categorization of the given news article, categorizing it as World, Sports, Business, or Tech based on its primary theme or content.",0.8
3,"Determine the primary topic of the news article and classify it as World, Sports, Business, or Tech, while ensuring accuracy and relevance.",0.95
3,"Determine the central idea of the news article and categorize it under the most relevant category, selecting from World, Sports, Business, or Tech.",0.95
3,"Based on the primary topic of the given news article, classify it as World, Sports, Business, or Tech.",0.95
3,"Your task is to classify the news item as ""World"", ""Sports"", ""Tech"" or ""Business"".",0.9
3,"Determine the main topic of the news article and categorize it as either ""World"", ""Sports"", ""Business"", or ""Tech"", considering the primary content and focus.",0.9
3,"Categorize the given news article into one of the four categories: ""World"", ""Sports"", ""Tech"", or ""Business"", based on the primary theme and main topic.",0.9
3,"Your responsibility is to assign a news article to one of four categories: World, Sports, Business, or Tech, based on its main idea.",0.85
3,"Your objective is to classify a news article into one of four themes: World, Sports, Business and Tech.",0.85
3,"You will be required to classify a news article as World, Sports, Business, or Tech based on its primary topic.",0.85
3,"Based on the main topic and primary content, identify the category of the news article as either ""World"", ""Sports"", ""Tech"", or ""Business",0.85
4,"Determine the primary topic of the news article and classify it as World, Sports, Business, or Tech, while ensuring accuracy and relevance.",0.95
4,"Determine the central idea of the news article and categorize it under the most relevant category, selecting from World, Sports, Business, or Tech.",0.95
4,"Based on the primary topic of the given news article, classify it as World, Sports, Business, or Tech.",0.95
4,"Your task is to classify the news item as ""World"", ""Sports"", ""Tech"" or ""Business"".",0.9
4,"Determine the main topic of the news article and categorize it as either ""World"", ""Sports"", ""Business"", or ""Tech"", considering the primary content and focus.",0.9
4,"Categorize the given news article into one of the four categories: ""World"", ""Sports"", ""Tech"", or ""Business"", based on the primary theme and main topic.",0.9
4,"Your responsibility is to assign a news article to one of four categories: World, Sports, Business, or Tech, based on its main idea.",0.85
4,"Your objective is to classify a news article into one of four themes: World, Sports, Business and Tech.",0.85
4,"You will be required to classify a news article as World, Sports, Business, or Tech based on its primary topic.",0.85
4,"Based on the main topic and primary content, identify the category of the news article as either ""World"", ""Sports"", ""Tech"", or ""Business",0.85
5,"Determine the primary topic of the news article and classify it as World, Sports, Business, or Tech, while ensuring accuracy and relevance.",0.95
5,"Determine the central idea of the news article and categorize it under the most relevant category, selecting from World, Sports, Business, or Tech.",0.95
5,"Based on the primary topic of the given news article, classify it as World, Sports, Business, or Tech.",0.95
5,"Your task is to classify the news item as ""World"", ""Sports"", ""Tech"" or ""Business"".",0.9
5,"Determine the main topic of the news article and categorize it as either ""World"", ""Sports"", ""Business"", or ""Tech"", considering the primary content and focus.",0.9
5,"Categorize the given news article into one of the four categories: ""World"", ""Sports"", ""Tech"", or ""Business"", based on the primary theme and main topic.",0.9
5,"Your responsibility is to assign a news article to one of four categories: World, Sports, Business, or Tech, based on its main idea.",0.85
5,"Your objective is to classify a news article into one of four themes: World, Sports, Business and Tech.",0.85
5,"You will be required to classify a news article as World, Sports, Business, or Tech based on its primary topic.",0.85
