step,prompt,score
1,Classify the given movie review text as expressing either positive or negative sentiment.,1.0
1,Analyze a movie review to determine whether it expresses a positive or negative sentiment.,1.0
1,"Given a statement, classify it as expressing a positive or negative opinion.",0.95
1,Classify a sentence as expressing optimism or pessimism.,0.95
1,Analyze the provided text and determine whether it is a positive or negative sentiment review.,0.95
1,"Analyze the given movie review and categorize its sentiment as ""positive"" or ""negative"" towards the movie.",0.95
1,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
1,"Given a tweet, classify it as having a positive or negative sentiment.",0.9
1,"Given a sentence, classify it as either positive or negative sentiment.",0.9
1,"Your task is to classify the comment ""positive"" or ""negative"".",0.85
2,Classify the given movie review text as expressing either positive or negative sentiment.,1.0
2,Analyze a movie review to determine whether it expresses a positive or negative sentiment.,1.0
2,"Given a statement, classify it as expressing a positive or negative opinion.",0.95
2,Classify the sentiment of the provided text as either 'positive' or 'negative'.,0.95
2,"Classify the sentiment expressed in the provided movie review as ""positive"" or ""negative"" towards the movie.",0.95
2,Classify a sentence as expressing optimism or pessimism.,0.95
2,Analyze the provided text and determine whether it is a positive or negative sentiment review.,0.95
2,"Analyze the given movie review and categorize its sentiment as ""positive"" or ""negative"" towards the movie.",0.95
2,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.9
2,"Given a tweet, classify it as having a positive or negative sentiment.",0.9
3,Classify the given movie review text as expressing either positive or negative sentiment.,1.0
3,Analyze a movie review to determine whether it expresses a positive or negative sentiment.,1.0
3,"Given a statement, classify it as expressing a positive or negative opinion.",0.95
3,Classify the sentiment of the provided text as either 'positive' or 'negative'.,0.95
3,"Classify the sentiment expressed in the provided movie review as ""positive"" or ""negative"" towards the movie.",0.95
3,Classify a sentence as expressing optimism or pessimism.,0.95
3,Analyze the sentiment of the movie review to determine whether it is optimistic (positive) or pessimistic (negative).,0.95
3,Analyze the provided text and determine whether it is a positive or negative sentiment review.,0.95
3,"Analyze the given movie review and categorize its sentiment as ""positive"" or ""negative"" towards the movie.",0.95
3,Recognize the emotional sentiment behind the provided text and label it as either 'positive' or 'negative'.,0.9
4,Classify the given movie review text as expressing either positive or negative sentiment.,1.0
4,Analyze a movie review to determine whether it expresses a positive or negative sentiment.,1.0
4,"Given a statement, classify it as expressing a positive or negative opinion.",0.95
4,Classify the sentiment of the provided text as either 'positive' or 'negative'.,0.95
4,"Classify the sentiment expressed in the provided movie review as ""positive"" or ""negative"" towards the movie.",0.95
4,Classify a sentence as expressing optimism or pessimism.,0.95
4,Analyze the sentiment of the movie review to determine whether it is optimistic (positive) or pessimistic (negative).,0.95
4,Analyze the provided text and determine whether it is a positive or negative sentiment review.,0.95
4,"Analyze the given movie review and categorize its sentiment as ""positive"" or ""negative"" towards the movie.",0.95
4,Recognize the emotional sentiment behind the provided text and label it as either 'positive' or 'negative'.,0.9
5,Classify the given movie review text as expressing either positive or negative sentiment.,1.0
5,Analyze a movie review to determine whether it expresses a positive or negative sentiment.,1.0
5,"Predict the sentiment of the provided movie review as ""positive"" or ""negative"", taking into account the emotional undertones and overall tone of the text.",0.95
5,"Given a statement, classify it as expressing a positive or negative opinion.",0.95
5,Examine the movie review's emotional tone and classify it as expressing either a positive or negative sentiment.,0.95
5,Classify the sentiment of the provided text as either 'positive' or 'negative'.,0.95
5,"Classify the sentiment expressed in the provided movie review as ""positive"" or ""negative"" towards the movie.",0.95
5,Classify a sentence as expressing optimism or pessimism.,0.95
5,Analyze the sentiment of the movie review to determine whether it is optimistic (positive) or pessimistic (negative).,0.95
